"QID","itemLabel","itemDescription","article"
"Q121337559","NEF Filmproduktion",NA,NA
"Q121337289","Gravity",NA,NA
"Q121337227","JVC",NA,NA
"Q121337537","British Empire Films",NA,NA
"Q121337475","Vitaphone",NA,NA
"Q121337234","Fremantle Port Authority",NA,NA
"Q121337596","Walrus and Associates","UK production company",NA
"Q121357464","Bank of New South Wales",NA,NA
"Q121357463","Country Roads Board",NA,NA
"Q121337710","Time-Life Television",NA,NA
"Q121337579","ANGLIA",NA,NA
"Q121357483","Department of Information",NA,NA
"Q121357543","New York Historical Society","production company",NA
"Q121357495","KC Medien",NA,NA
"Q121337664","Ocean Films",NA,NA
"Q121357519","Education Development Center",NA,NA
"Q121357471","Rabbit Ears Productions",NA,NA
"Q121357435","Protocol Entertainment",NA,NA
"Q121357504","Educational Services Incorporated",NA,NA
"Q121337563","Capital Film",NA,NA
"Q121337578","Thinkfilm",NA,NA
"Q121337575","MTV HUngary",NA,NA
"Q121337576","Sudwestfunk",NA,NA
"Q121337580","Safari Productions",NA,NA
"Q121337577","Alliance Independent Films",NA,NA
"Q121337582","Film Corporation of Western Australia",NA,NA
"Q121337591","Landmark Films",NA,NA
"Q121337589","Cine B",NA,NA
"Q121337593","Devillier Donegan Enterprises",NA,NA
"Q121337599","Iguana Productions (MX)",NA,NA
"Q121337598","G H W Productions",NA,NA
"Q121337603","Imminent Films",NA,NA
"Q121337608","Tunbridge Films",NA,NA
"Q121337614","Kanin Productions",NA,NA
"Q121337615","Lira Films",NA,NA
"Q121337623","Pantel films",NA,NA
"Q121337630","Victoria. Dept. of Health. Health Promotion Unit",NA,NA
"Q121337631","Ego Film Arts",NA,NA
"Q121337638","International Cinemedia Centre Ltd",NA,NA
"Q121337634","Warner Sister Film and TV Ltd",NA,NA
"Q121337637","Central Productions",NA,NA
"Q121337639","Belvama-Ellipse",NA,NA
"Q121337646","Alexander Salkind Productions",NA,NA
"Q121337644","Next Vision",NA,NA
"Q121337654","Cinecan",NA,NA
"Q121337658","Lumivision Corporation",NA,NA
"Q121337653","Circle Productions",NA,NA
"Q121337666","Freelance Media",NA,NA
"Q121337660","Quality Time TV",NA,NA
"Q121337676","Stichting Derde Cinema",NA,NA
"Q121337689","Sleepy Kid Company",NA,NA
"Q121337693","Cindigo Vision",NA,NA
"Q121337706","Sleeping Giant Productions",NA,NA
"Q121337707","Independent Television News (GB)",NA,NA
"Q121337704","Canterbury Productions",NA,NA
"Q121337720","Cinecom Entertainment",NA,NA
"Q121337719","Cherokee Productions",NA,NA
"Q121337729","Education Foundation for Visual Arts",NA,NA
"Q121337743","Jeff Watson Productions",NA,NA
"Q121337738","Classical Productions",NA,NA
"Q121357426","Urania Pictures",NA,NA
"Q121357427","South Australia. Dept. of Education",NA,NA
"Q121357439","Thirtieth Cinemalux",NA,NA
"Q121357446","Endeavour Communications",NA,NA
"Q121357448","Xerox Films",NA,NA
"Q121357449","Shed Productions (Jailbirds) Ltd",NA,NA
"Q121357452","Screen Ventures",NA,NA
"Q121357453","Kestrel Films & Video (Australia)",NA,NA
"Q121357455","Polkadotsonraindrops",NA,NA
"Q121357458","HIPS Film and Video Productions",NA,NA
"Q121357456","Azoff Films",NA,NA
"Q121357461","Life Magazine",NA,NA
"Q121357460","Jezebel Productions",NA,NA
"Q121357469","Kishore-Desai",NA,NA
"Q121357479","Boston Film",NA,NA
"Q121357480","Rymer Bayly Watson",NA,NA
"Q121357486","Aspac Productions",NA,NA
"Q121357487","FR3 Films",NA,NA
"Q121357490","Sanrio America",NA,NA
"Q121357494","Society for Education in Film and Television",NA,NA
"Q121357492","Archer Films",NA,NA
"Q121357499","VSDC Services for Deaf Children",NA,NA
"Q121357493","Emmepi Cinematografica",NA,NA
"Q121357496","Caulfield City Council",NA,NA
"Q121357501","Comptoir Francais du Film Production (CFFP)",NA,NA
"Q121357511","Associated British-Pathe",NA,NA
"Q121357509","Reliance Pictures",NA,NA
"Q121357516","Oliver Sullivan Productions",NA,NA
"Q121357525","Australia Health Publicity Control Council",NA,NA
"Q121357537","Solarchrome",NA,NA
"Q121357542","Bush Christmas Productions",NA,NA
"Q121357541","Tesauro S A",NA,NA
"Q121357540","CFCF Productions",NA,NA
"Q121357555","Australian Educational Films",NA,NA
"Q121357553","Little universe",NA,NA
"Q121357559","Skerba NEF",NA,NA
"Q121337670","ATP",NA,NA
"Q121337744","Crossbow",NA,NA
"Q121357515","Sandrews",NA,NA
"Q121337691","Silver Lining",NA,NA
"Q121337586","Redwing",NA,NA
"Q121337617","British Productivity Council",NA,NA
"Q121357533","Laser","production company",NA
"Q121337561","Empire Rheumatism Council",NA,NA
"Q121357424","Miramar",NA,NA
"Q121357481","Excelsa",NA,NA
"Q121357767","Waveband Film Productions","UK production company",NA
"Q121357790","Music World",NA,NA
"Q121357705","Survivors of the Shoah Visual History Foundation",NA,NA
"Q121357639","Intermedias",NA,NA
"Q121357686","Telecom Australia",NA,NA
"Q121357641","Japan Foundation",NA,NA
"Q121357839","Castle Films",NA,NA
"Q121357744","American Cinema Productions",NA,NA
"Q121357756","Nightmare Productions",NA,NA
"Q121357560","Hatchette Premiere",NA,NA
"Q121357556","North Richmond Community Health Centre",NA,NA
"Q121357567","D R D Productions",NA,NA
"Q121357573","Proteus Films",NA,NA
"Q121357576","Nagasaki Broadcasting Company",NA,NA
"Q121357579","Red Productions",NA,NA
"Q121357584","Nederlander Film",NA,NA
"Q121357598","NPS Televisie",NA,NA
"Q121357600","Commonwealth United",NA,NA
"Q121357603","Newdorn Company",NA,NA
"Q121357610","Innerspace Productions",NA,NA
"Q121357612","Cochrane Productions",NA,NA
"Q121357621","Dovzhenko Studios",NA,NA
"Q121357645","Supreme Sound Studios",NA,NA
"Q121357643","R W B Productions",NA,NA
"Q121357661","Tabaluga GbmH",NA,NA
"Q121357664","Ladbroke Entertainment",NA,NA
"Q121357666","Material Production Curriculum Branch Education Dept of Victoria",NA,NA
"Q121357688","Siglo Co",NA,NA
"Q121357701","FFA - Filmforderungsanstalt",NA,NA
"Q121357710","Artransa Park Studios",NA,NA
"Q121357720","Magnum Entertainment",NA,NA
"Q121357704","Stoner Productions",NA,NA
"Q121357714","Access Alberta",NA,NA
"Q121357712","Northwest Productions",NA,NA
"Q121357727","Moonlight Productions",NA,NA
"Q121357732","Los Angeles City Health Department",NA,NA
"Q121357735","Cogurccio",NA,NA
"Q121357734","Globe Film Co",NA,NA
"Q121357737","Quantum Films",NA,NA
"Q121357745","Rockhopper Productions",NA,NA
"Q121357741","Laurel Group Productions",NA,NA
"Q121357746","Scottish Arts Council Lottery Fund",NA,NA
"Q121357748","Adventure Bound Productions",NA,NA
"Q121357755","JWM Productions",NA,NA
"Q121357762","Seven Artists",NA,NA
"Q121357763","Experimental Film Fund, Australia Council for the Arts",NA,NA
"Q121357761","CB Films (France)",NA,NA
"Q121357770","Millesime Productions",NA,NA
"Q121357771","Exile Productions",NA,NA
"Q121357772","Project EVA",NA,NA
"Q121357773","IMF (DE)",NA,NA
"Q121357778","DNM Productions",NA,NA
"Q121357776","CareerTrack Publications",NA,NA
"Q121357777","Queensland. Dept. of Education. Media Services",NA,NA
"Q121357781","Warlok Films",NA,NA
"Q121357791","Dorling Kindersley Vision",NA,NA
"Q121357799","Storyville Film",NA,NA
"Q121357797","Michael Dillon Film Enterprises",NA,NA
"Q121357804","Vstredni Pujcouna Film",NA,NA
"Q121357808","Quai 32",NA,NA
"Q121357815","Ayer Productions",NA,NA
"Q121357812","Titan Film Productions",NA,NA
"Q121357819","Trikon Film Corporation",NA,NA
"Q121357818","Austral Pacific Productions",NA,NA
"Q121357816","Pan Pacific Pictures",NA,NA
"Q121357822","Tri-Media Services",NA,NA
"Q121357820","Media Groupings PTE",NA,NA
"Q121357824","Ciby Pictures",NA,NA
"Q121357834","Columbia Films",NA,NA
"Q121357840","Corona Cinematografica",NA,NA
"Q121357846","Communication Research Media Productions",NA,NA
"Q121357849","Smart Street Films",NA,NA
"Q121357860","Keisal Films",NA,NA
"Q121357874","Documentary Film Productions",NA,NA
"Q121357870","M T C",NA,NA
"Q121357871","Southern California Consortium",NA,NA
"Q121357881","Cabin Productions",NA,NA
"Q121357877","Fast Films",NA,NA
"Q121357880","Animation Film Cologne",NA,NA
"Q121357876","Migrant Women's Film Group",NA,NA
"Q121357896","Makhmalbaf Productions",NA,NA
"Q121357901","Tomson Films",NA,NA
"Q121357899","Eureka Films",NA,NA
"Q121357897","Michael Sporn Animation",NA,NA
"Q121357903","Junior League of San Francisco",NA,NA
"Q121357906","Jettifilm",NA,NA
"Q121357926","NHK Entapuraizu",NA,NA
"Q121357935","Jamil Simon Productions",NA,NA
"Q121357938","Unapix Entertainment Productions",NA,NA
"Q121357942","MRC Films",NA,NA
"Q121357929","Serious Productions",NA,NA
"Q121357950","S A CED Productions",NA,NA
"Q121357953","Brighton Grammar School (Vic.). Film Makers Club",NA,NA
"Q121357577","Alliance Communications",NA,NA
"Q121357912","Almo",NA,NA
"Q121357885","Hellhole",NA,NA
"Q121357836","Cappa",NA,NA
"Q121357900","INCA",NA,NA
"Q121357721","Shibata",NA,NA
"Q121357810","Real Pictures",NA,NA
"Q121091348","Castle Hill Brenchley",NA,NA
"Q121091349","Pavilion Films",NA,NA
"Q121091355","Canberra. College of Advanced Education. Media Centre",NA,NA
"Q121091356","ABTV",NA,NA
"Q121091362","Coral Sea Imagery",NA,NA
"Q121091361","Isolde Films",NA,NA
"Q121091367","EMTV Papua Niugini",NA,NA
"Q121091380","Andre Company",NA,NA
"Q121091385","Basilisk Communications, Uplink",NA,NA
"Q121091389","Osterreichischer Rundfunk-Fernsehen",NA,NA
"Q121091392","Westinghouse Broadcasting Company for Intertel",NA,NA
"Q121091398","Kino Delux",NA,NA
"Q121091397","Sarinande Films",NA,NA
"Q121091401","Rhapsody Films",NA,NA
"Q121091415","Arkhi Media",NA,NA
"Q121091424","Desert Heart Productions",NA,NA
"Q121091429","Classroom Video",NA,NA
"Q121091438","Balletboyz",NA,NA
"Q121091435","MatEm Productions",NA,NA
"Q121091433","Film Par Film",NA,NA
"Q121091440","Tele Sports",NA,NA
"Q121091442","Parkway Films",NA,NA
"Q121091444","Knowledge Media",NA,NA
"Q121143925","Seneca College Animation Arts Centre",NA,NA
"Q21939996","Svea Film","Swedish film production company",NA
"Q121034776","Piper Films","UK production company",NA
"Q121035960","Thames Video Collection","UK production company",NA
"Q121034782","CCTV",NA,NA
"Q21936560","NRM Film",NA,NA
"Q121035902","Dallas Museum of Art",NA,NA
"Q121091359","EBU",NA,NA
"Q121035961","Nederlandse Omroep Stichting",NA,NA
"Q121034781","Wonderland",NA,NA
"Q121034811","Mega Channel",NA,NA
"Q121091394","AIM",NA,NA
"Q121035921","Alfred Hospital",NA,NA
"Q107587876","Cira",NA,NA
"Q121091383","Nighthawks",NA,NA
"Q121091378","Studio 1",NA,NA
"Q21940016","Omega Film & Television","Swedish film production company",NA
"Q121035900","International Harvester",NA,NA
"Q21964532","Ziegler Film","German film production company based in Berlin, Cologne, Munich, and Baden-Baden",NA
"Q121035977","All India Radio",NA,NA
"Q121091386","Nuffield Foundation",NA,NA
"Q121034825","Westinghouse Broadcasting",NA,NA
"Q121036021","Lifetime",NA,NA
"Q21955197","Northern Lights","Norwegian film production company",NA
"Q21940012","Per Høst Film","Norwegian film production company",NA
"Q107587884","Dobby",NA,NA
"Q121091373","Stamen",NA,NA
"Q121091413","Ultima Vez",NA,NA
"Q121091430","Gloria Films",NA,NA
"Q121035914","Smokescreen",NA,NA
"Q21948084","Internationalt Films Kompani","Norwegian film production and distibution company",NA
"Q22001612","Q22001612",NA,NA
"Q21939998","Skandinavisk Biografservice","Swedish film production company",NA
"Q21939994","Merkur Film","Norwegian film production company",NA
"Q21996315","Connexion Film","German film production company",NA
"Q21996310","Kjeruben","Norwegian film production company",NA
"Q22006419","Atomfilm","Norwegian film production company",NA
"Q121036020","Colonial Office",NA,NA
"Q121091347","Tele-Quebec",NA,NA
"Q121091406","Pumpernickel",NA,NA
"Q21946796","Magdalenafilm","Norwegian film production company",NA
"Q21994251","Dis film","Norwegian film production company",NA
"Q22005788","Filmeffekt","Norwegian film production company",NA
"Q121036024","Flach Film",NA,NA
"Q121091354","Cinema Extreme",NA,NA
"Q121036015","Nexus Productions",NA,NA
"Q121035989","Aspen Film Society",NA,NA
"Q121035944","National Museum of Australia",NA,NA
"Q121091391","Aeriel",NA,NA
"Q21996314","Mekano Pictures","Swedish film production company",NA
"Q107587886","Duna Films",NA,NA
"Q21939865","Elite film AG","Swiss film organization",NA
"Q21940000","Filmgruppe 1","Norwegian film production company",NA
"Q21940019","Nordic Screen Development","Norwegian film production company",NA
"Q121034773","Societe Radio-Canada",NA,NA
"Q121034768","Multimedia 21 Fund - Cinemedia",NA,NA
"Q121034783","HECK Productions",NA,NA
"Q121034791","BM International",NA,NA
"Q121034799","Sky Works Charitable Foundation",NA,NA
"Q121034798","Hero Productions",NA,NA
"Q121034794","Paternoster Nominees",NA,NA
"Q121034788","Yellow Jersey Films",NA,NA
"Q121034795","Cartoon Film Studios",NA,NA
"Q121034797","Educational Broadcasting Corporation",NA,NA
"Q121034800","Dieter Gessler Filmproduktions",NA,NA
"Q121034809","Educational Media Centre, RMIT",NA,NA
"Q121034805","Hearst Metrotone",NA,NA
"Q121034814","Experimental Film & Television Fund",NA,NA
"Q121034808","Video Trip Corporation",NA,NA
"Q121034819","Lemonade Money",NA,NA
"Q121034813","Seven Dimensions Productions",NA,NA
"Q121034816","Paris Classics",NA,NA
"Q121035887","Klassika Studio Moscow",NA,NA
"Q121035884","Five Films",NA,NA
"Q121035891","Skin and Hair Flick Co",NA,NA
"Q121035895","Atom Films",NA,NA
"Q121035893","Ace Pix",NA,NA
"Q121035899","Videoscope Australia",NA,NA
"Q121035903","Remus Films",NA,NA
"Q121035906","100 Miles Film Group",NA,NA
"Q121035907","Educational Media",NA,NA
"Q121035905","Latent Image Productions",NA,NA
"Q121035908","Event Company",NA,NA
"Q121035912","FM-TV Australia",NA,NA
"Q121035913","PRC Pictures",NA,NA
"Q121035917","Independent Documentary Group",NA,NA
"Q121035923","Vega Film Productions",NA,NA
"Q121035920","Nga Kara Whetu",NA,NA
"Q121035927","Doria Film",NA,NA
"Q121035934","Bass Productions",NA,NA
"Q121035935","Non Fiction Films",NA,NA
"Q121035932","Forest Research Institute of Rotorua",NA,NA
"Q121035937","Royal College of Art (Great Britain)",NA,NA
"Q121035942","ZDF Arte",NA,NA
"Q121035940","Sofica Investimage",NA,NA
"Q121035941","Pepper Audio Visual",NA,NA
"Q121035946","Rizzoli Film",NA,NA
"Q121035945","Anroste Films",NA,NA
"Q121035958","Samuelson Productions",NA,NA
"Q121035963","Allarts Cook",NA,NA
"Q121035971","ACMI Media Studio",NA,NA
"Q121035970","Eclipse Films (Australia)",NA,NA
"Q121035972","InDigEnt (US)",NA,NA
"Q121035975","Special Broadcasting Corporation",NA,NA
"Q121035979","Video Media Production",NA,NA
"Q121035981","Yowie Films",NA,NA
"Q121035985","AUSMUSIC",NA,NA
"Q121035991","Mucha Inc",NA,NA
"Q121035986","WIPB-TV, Ball State University",NA,NA
"Q121035994","International Film Productions",NA,NA
"Q121036002","Northern Access TV",NA,NA
"Q121035992","Seven Network Limited (Australia)",NA,NA
"Q121035993","Brocket Productions",NA,NA
"Q121036007","Women's Health Resources Foundation",NA,NA
"Q121036004","National Centre for Industrial Language Training",NA,NA
"Q121036011","Cricks and Martin",NA,NA
"Q121036013","ARP-TF1 Films",NA,NA
"Q121036022","Commi Fag",NA,NA
"Q121036017","Lemwood Productions",NA,NA
"Q121036031","TFI Films",NA,NA
"Q121036034","Siglo",NA,NA
"Q121036032","Alcor Films",NA,NA
"Q121091343","Ted Steeg Productions",NA,NA
"Q122950077","Walt Disney Productions",NA,NA
"Q122762453","Filmicon Dom Filmowy","Polish production company",NA
"Q122954915","Station B",NA,NA
"Q122542295","Cosmopolitan Film Productions","Hong Kong film company",NA
"Q122954972","La Boîte",NA,NA
"Q122740821","Blumhouse Television",NA,"https://en.wikipedia.org/wiki/Blumhouse_Television"
"Q122820059","Star Overseas","Hong Kong film company",NA
"Q122842182","Universe Entertainment","Hong Kong film company",NA
"Q122924839","Nelvana Movies","organisation that produces film within the company Nelvana",NA
"Q122954946","QDE",NA,NA
"Q122951666","World View",NA,NA
"Q121357958","Research Press",NA,NA
"Q122616803","Thursday Company",NA,NA
"Q122723664","Show Runners",NA,NA
"Q122856124","Forward Pictures",NA,NA
"Q122856621","ImmerseFX",NA,NA
"Q122950069","Walter Wanger Production",NA,NA
"Q122950081","U.S. Information Agency",NA,NA
"Q122950093","Otto Preminger Film",NA,NA
"Q122950104","Leon Schlesinger Studios",NA,NA
"Q122950110","Jack Rollins & Charles H. Joffe Productions",NA,NA
"Q122950114","Hubley Studios",NA,NA
"Q122950120","Film Representations",NA,NA
"Q122950125","1515 Productions Limited",NA,NA
"Q122950130","Chanticleer Films",NA,NA
"Q122950132","Direct Cinema Limited",NA,NA
"Q122950141","A&E IndieFilms",NA,NA
"Q122950147","Andrew L. Stone Productions",NA,NA
"Q122950162","C.A.P.A.C.",NA,NA
"Q122950296","Warner Bros. First National",NA,NA
"Q122950342","Zion Meyers Productions",NA,NA
"Q122950441","Acorn Pictures",NA,NA
"Q122950654","Aircraft Pictures",NA,NA
"Q122950668","Living Condition",NA,NA
"Q122950688","American Film Society",NA,NA
"Q122950698","York Pictures Productions",NA,NA
"Q122950707","7 Pictures",NA,NA
"Q122950791","Art Film Productions",NA,NA
"Q122950799","Audio 300",NA,NA
"Q122950807","Award Entertainment",NA,NA
"Q122950814","B.D. Production",NA,NA
"Q122950917","Caja de Granada",NA,NA
"Q122950994","Cine Documents",NA,NA
"Q122951149","Unit Productions Films",NA,NA
"Q122951191","Stanley Kubrick Productions",NA,NA
"Q122951220","Digital Image Associates",NA,NA
"Q122951410","2DUX²",NA,NA
"Q122951620","Big Fights",NA,NA
"Q122951634","Carnival Productions",NA,NA
"Q122951639","Circle Films",NA,NA
"Q122951680","The Molecule",NA,NA
"Q122953534","Apple Original Films",NA,NA
"Q122954076","N.I.S",NA,NA
"Q122832543","TRYM ApS",NA,NA
"Q122954901","Tandem Films",NA,NA
"Q122954970","Persona Film",NA,NA
"Q122954968","First Sun",NA,NA
"Q122955535","Filmways Pictures",NA,NA
"Q122955546","Wallis-Hazen",NA,NA
"Q122955573","Perlberg-Seaton Productions",NA,NA
"Q122955757","Alfred Hitchcock Productions",NA,NA
"Q122955832","Vivement Lundi",NA,NA
"Q122955845","Vertia",NA,NA
"Q122998729","Coleytown Productions",NA,NA
"Q122998734","Copa del Oro",NA,NA
"Q122998743","Frank Lloyd Productions",NA,NA
"Q122998768","Little Bear Productions",NA,NA
"Q122998783","Suffolk Productions",NA,NA
"Q122998871","Metro-Goldwyn-Mayer British Studios",NA,NA
"Q122998881","Jerry Wald Productions",NA,NA
"Q122998889","Alexander Korda Films",NA,NA
"Q122998895","Cinema '84",NA,NA
"Q122998910","The March of Time","American production company",NA
"Q122897923","GFM Animation","British film production and distribution company",NA
"Q122687216","Sigma TV","Armenian company",NA
"Q122602581","Q122602581",NA,NA
"Q122763558","Q122763558",NA,NA
"Q122764840","Q122764840",NA,NA
"Q122781158","Q122781158",NA,NA
"Q122874698","Q122874698",NA,NA
"Q122949681","Q122949681",NA,NA
"Q122949690","Q122949690",NA,NA
"Q122950818","BSB",NA,NA
"Q122987379","Q122987379",NA,NA
"Q122988772","Q122988772",NA,NA
"Q122988990","Q122988990",NA,NA
"Q122950824","Centurion",NA,NA
"Q122951663","EK",NA,NA
"Q122950790","Archimede",NA,NA
"Q122950662","Bear Creek",NA,NA
"Q122950821","Capitol",NA,NA
"Q122950679","ARS",NA,NA
"Q122950666","Bergen",NA,NA
"Q122951624","Blue Light",NA,NA
"Q122951628","Buckman",NA,NA
"Q122951672","Exposure",NA,NA
"Q122951612","Baroda",NA,NA
"Q122950797","Atchafalaya",NA,NA
"Q121358024","Calcon",NA,NA
"Q123084037","Ark Resources Entertainment","Nigerian film production company",NA
