"QID","value"
"Q886633",138988
"Q7726849",139613
"Q15990812",140657
"Q2996571",146110
"Q1214836",146816
"Q31198",146988
"Q1634067",148960
"Q13380366",150067
"Q3712455",153627
"Q6012494",154066
"Q30645976",154510
"Q485676",154889
"Q29313",159355
"Q108894519",160337
"Q1059786",161592
"Q3651319",166059
"Q21009167",167294
"Q836622",172836
"Q4378836",174446
"Q470336",174723
"Q4103201",175667
"Q108430665",178149
"Q525421",178322
"Q39073890",182292
"Q7564177",182526
"Q836115",183841
"Q15915365",187549
"Q535501",190643
"Q29011",191978
"Q276392",192074
"Q1193703",192274
"Q1520721",193325
"Q16551821",197519
"Q8913808",197904
"Q3616734",200101
"Q3027599",201063
"Q1193347",202282
"Q3576861",203216
"Q57502054",205641
"Q2819940",205715
"Q478209",207165
"Q18150264",211314
"Q6752123",215860
"Q4310901",218681
"Q50329297",218688
"Q85740993",219765
"Q19363614",224413
"Q2895092",227623
"Q7439777",231238
"Q4927540",233649
"Q7758592",235483
"Q3124959",237813
"Q2332471",242490
"Q16354843",249518
"Q52791458",249929
"Q3491152",250815
"Q1542041",256498
"Q1097375",261050
"Q1090658",262554
"Q41483",277815
"Q1171645",283258
"Q521188",284630
"Q1149805",285022
"Q7783739",291601
"Q12882092",293728
"Q3020203",294230
"Q25351922",297816
"Q7747101",299621
"Q61731409",301091
"Q1406119",301380
"Q182373",301570
"Q3599463",302574
"Q16249121",303272
"Q3162030",305909
"Q38815",307083
"Q28136559",314237
"Q5282339",323020
"Q24629895",324190
"Q18357299",327210
"Q3163510",328581
"Q5888244",333522
"Q50649906",344083
"Q18154863",345322
"Q3818807",347794
"Q22001189",354737
"Q27701620",358393
"Q21028908",359558
"Q17126274",364263
"Q10339705",365386
"Q3285635",366899
"Q2019481",380060
"Q105596611",380423
"Q18624346",384952
"Q43228",385035
"Q5236826",386779
"Q3015562",392965
"Q1144211",398900
"Q3554365",410380
"Q846477",412047
"Q5923984",416042
"Q2874528",418313
"Q33109",433467
"Q16155186",441892
"Q107071554",447118
"Q110888170",464689
"Q7559664",477595
"Q3353038",494433
"Q16252010",509694
"Q3222797",509896
"Q29603",521982
"Q6061296",540389
"Q30911341",554390
"Q3829027",555541
"Q1784272",556745
"Q3955931",558569
"Q38365",577972
"Q27590961",581687
"Q32443",624916
"Q2405658",634659
"Q25216476",651409
"Q6464141",661041
"Q4950944",689545
"Q106165892",713629
"Q3794612",718134
"Q6898801",724639
"Q2130641",733075
"Q32241",734294
"Q1422824",738786
"Q2841172",741258
"Q40115",744699
"Q928436",748502
"Q9355939",753265
"Q39975",784628
"Q15812966",793417
"Q926382",809406
"Q3030538",830373
"Q6726295",834047
"Q17021589",904562
"Q2837443",906749
"Q249709",933736
"Q1171154",934134
"Q3421612",934761
"Q1593510",935761
"Q60243048",937992
"Q19622410",939377
"Q4316",946492
"Q39256",949411
"Q12407470",950611
"Q7382389",100407
"Q1999320",100913
"Q6683371",102032
"Q1401845",102892
"Q26683544",104291
"Q22130908",105634
"Q47485807",107414
"Q641941",107470
"Q385899",107851
"Q742378",107982
"Q639269",108354
"Q2420676",110416
"Q4180248",110888
"Q51732",112405
"Q2917578",113010
"Q18150883",113449
"Q3195139",114010
"Q1133539",115182
"Q4038828",117626
"Q3225159",118392
"Q98293661",119543
"Q21527509",119693
"Q86680371",120818
"Q4945840",121089
"Q15270705",121169
"Q384524",121314
"Q17512035",121952
"Q3228047",124478
"Q20926149",124872
"Q3776716",127951
"Q5330412",128237
"Q4474746",131238
"Q578061",133076
"Q57151844",133126
"Q6897214",133380
"Q647369",133659
"Q3902763",133805
"Q3220315",135240
"Q17593359",136653
"Q16303436",137507
"Q7739336",137823
"Q116276266",138337
"Q18155337",138709
"Q3223955",138755
"Q10260390",139762
"Q3567736",140573
"Q3320023",141292
"Q3989093",142022
"Q3087286",143089
"Q108137630",143841
"Q328875",144478
"Q1823809",144641
"Q7232354",144711
"Q430503",146645
"Q1523217",146826
"Q20649699",150257
"Q27923828",152101
"Q1331978",152584
"Q19969084",152782
"Q3183109",152940
"Q108486255",153541
"Q5227015",158186
"Q1151219",162400
"Q21573772",164301
"Q3231638",164388
"Q3549797",165469
"Q7783747",166882
"Q659930",166886
"Q469620",166944
"Q109041631",169413
"Q6687713",170182
"Q45384",170427
"Q5176295",171578
"Q54982",171754
"Q1194785",172602
"Q90793880",178261
"Q7630309",178608
"Q3954397",178973
"Q2902275",179138
"Q1645315",179168
"Q15661390",179177
"Q390063",179421
"Q1129313",180591
"Q7718920",182407
"Q10638747",183372
"Q6413078",185935
"Q19951837",186222
"Q386880",186493
"Q129988",188380
"Q1215635",189868
"Q12124978",193071
"Q3061489",196643
"Q4921762",196968
"Q10350033",197671
"Q5892946",204422
"Q7836079",204672
"Q56322434",204846
"Q12124852",205337
"Q7258497",205516
"Q4912132",207237
"Q20000970",208001
"Q261704",210403
"Q5257021",211287
"Q3795184",218149
"Q500769",218738
"Q53195708",219080
"Q7770640",219181
"Q109409628",219668
"Q3978081",220106
"Q96759155",224756
"Q61742234",224926
"Q3560135",227979
"Q1769344",228086
"Q1979337",229007
"Q51879698",229894
"Q10863427",230856
"Q3203604",232093
"Q6404196",232304
"Q1184339",232329
"Q3791237",232477
"Q55533118",236644
"Q1784355",237777
"Q799182",239987
"Q143901",240128
"Q7967202",243652
"Q1167202",245314
"Q6010701",246424
"Q3078860",246454
"Q645752",246833
"Q20992363",248072
"Q3702446",248932
"Q9357637",249175
"Q462149",251159
"Q2698384",261252
"Q105613027",262449
"Q84156278",262570
"Q47296",265757
"Q55258969",266270
"Q276415",273477
"Q2294264",275319
"Q7452186",275592
"Q727016",281676
"Q5649623",288402
"Q50714",288500
"Q1642080",290833
"Q44085",300821
"Q4353940",304025
"Q1501765",304823
"Q68699277",307307
"Q579757",311318
"Q2479210",314149
"Q4008454",314883
"Q3236583",317657
"Q49410",318901
"Q17194185",319218
"Q3472952",321376
"Q122802179",321661
"Q206461",330588
"Q16745118",340283
"Q1171320",340610
"Q841515",346698
"Q1031248",349326
"Q205506",350955
"Q20666935",352141
"Q7740575",355677
"Q61577767",360035
"Q485803",366537
"Q698237",369278
"Q24705258",372644
"Q5654328",373061
"Q81926522",375784
"Q627942",378721
"Q449215",381506
"Q6376051",386196
"Q2091372",386272
"Q5417434",387467
"Q16249557",402616
"Q58439",412197
"Q5223252",417365
"Q19880523",423070
"Q757976",426148
"Q3042507",428232
"Q286830",438316
"Q4875632",447008
"Q3223175",447080
"Q276778",452428
"Q826838",455192
"Q2336453",463137
"Q2576334",470018
"Q12500803",471196
"Q475401",476263
"Q5918482",483380
"Q3419980",483458
"Q7736315",487168
"Q7462577",506019
"Q3285286",516607
"Q3962407",526884
"Q689005",532895
"Q30582820",537993
"Q1123917",545335
"Q7824622",553627
"Q3222190",562989
"Q1651765",563221
"Q21427223",570426
"Q782008",574536
"Q46386",578477
"Q1627096",602789
"Q5482396",606395
"Q822660",606937
"Q827960",610825
"Q51757",613359
"Q28529484",620212
"Q55272444",641028
"Q855284",664180
"Q43968",669825
"Q646400",704727
"Q25411628",711570
"Q108472806",717016
"Q96475073",720492
"Q290811",721563
"Q97185556",722430
"Q3683748",724118
"Q17035206",743413
"Q3990021",759559
"Q44447",782094
"Q45304",808244
"Q4468674",810054
"Q520479",813006
"Q102448",832057
"Q5297087",833825
"Q56308069",857985
"Q1658594",878343
"Q125494",878413
"Q16252237",882544
"Q53353",884470
"Q1044598",892791
"Q46361",894629
"Q6054267",899564
"Q1475462",909043
"Q45871",912331
"Q11074914",914789
"Q54971",932592
"Q16520758",935423
"Q18511499",968133
"Q1862159",968677
"Q1912467",989029
"Q46568",994564
"Q23817411",100079
"Q3212055",100359
"Q300591",100716
"Q112225220",101298
"Q109918319",101617
"Q1408293",101718
"Q5304231",102248
"Q6012426",102895
"Q25136236",105382
"Q7712541",105953
"Q390341",107061
"Q693660",107203
"Q105089749",107406
"Q1637826",107942
"Q19878392",108280
"Q60171953",109033
"Q20501194",110102
"Q12339483",112719
"Q2918666",112806
"Q2102224",113678
"Q30731020",114930
"Q5444077",114962
"Q7080357",115380
"Q1589792",115553
"Q3843499",115813
"Q244900",117495
"Q14955199",117746
"Q10732446",118055
"Q3015385",118136
"Q27590964",118220
"Q7797607",118976
"Q21148896",120318
"Q1537484",121683
"Q17426895",121830
"Q26963186",124661
"Q893137",125330
"Q600176",125816
"Q4326519",126682
"Q1304993",128538
"Q383810",131394
"Q68967529",133601
"Q1372578",133987
"Q2836028",136557
"Q484171",137579
"Q18163180",139140
"Q4660387",139576
"Q20851383",139877
"Q1404842",141083
"Q15708744",142143
"Q1627903",142679
"Q868329",143531
"Q111329780",144153
"Q3399747",144242
"Q3459778",145275
"Q2967565",146706
"Q110101648",147089
"Q519893",147454
"Q3222229",147509
"Q609170",147647
"Q3226786",150260
"Q2328987",151412
"Q10280016",155294
"Q1236954",156308
"Q898759",157616
"Q12013808",157619
"Q5976147",159073
"Q6172198",159312
"Q682589",161021
"Q479038",161114
"Q3588085",163373
"Q25208368",163936
"Q3205166",163988
"Q5273486",164139
"Q5826455",164577
"Q57260911",164791
"Q602600",165018
"Q6417061",166231
"Q5875035",168849
"Q84022",169010
"Q710908",169141
"Q2072709",170566
"Q77904072",174573
"Q108906662",175044
"Q4417252",175525
"Q2882797",176422
"Q659236",177580
"Q48674251",178433
"Q16034465",180115
"Q7735039",180202
"Q3233424",180614
"Q1304380",180767
"Q6896234",181763
"Q4301940",181925
"Q1528336",182220
"Q5967454",182657
"Q1383425",185351
"Q309246",187994
"Q2877819",189005
"Q1191176",189111
"Q5672886",189854
"Q1139518",190952
"Q19473323",192203
"Q2900799",194136
"Q5500447",194410
"Q192724",201496
"Q7457861",202000
"Q24278861",205042
"Q2038175",207536
"Q12750038",207954
"Q64436622",208180
"Q1324479",210923
"Q369683",211089
"Q1972417",211727
"Q3660495",211981
"Q19895279",213276
"Q3206922",214244
"Q1306693",214325
"Q18511264",214492
"Q1434597",217133
"Q640662",217797
"Q105886249",219049
"Q6304752",221107
"Q4504492",222355
"Q17075822",224029
"Q102315344",224953
"Q5500175",225878
"Q7732709",226435
"Q3824750",227999
"Q16960193",228159
"Q7295981",229757
"Q20001027",230004
"Q5906843",230326
"Q2390900",232230
"Q63386137",232725
"Q2491654",233675
"Q1650124",234190
"Q1966713",234818
"Q5910294",236323
"Q3204625",237925
"Q1501647",239874
"Q462031",240166
"Q1103735",240372
"Q1521254",242379
"Q19878536",243655
"Q7742442",243939
"Q18387647",245002
"Q3127478",245323
"Q937087",245613
"Q73415179",247228
"Q15977578",247726
"Q19324163",248151
"Q5138221",248266
"Q6545195",250644
"Q12155241",251010
"Q16682968",251656
"Q28734830",253629
"Q1857464",254127
"Q30139610",258097
"Q990848",261147
"Q534447",261786
"Q4658783",262410
"Q39946",262804
"Q12103341",263572
"Q5351080",263960
"Q3224983",265793
"Q7750609",266031
"Q3522082",271583
"Q13424932",271983
"Q38171237",272355
"Q3681903",274977
"Q1157113",277104
"Q2411296",281436
"Q7774472",282703
"Q20800478",284393
"Q7763272",285571
"Q598262",287652
"Q110459264",287868
"Q3511308",288906
"Q1720855",290270
"Q7212768",294459
"Q5067859",297949
"Q28499226",302027
"Q3183698",303788
"Q24514557",305712
"Q46384321",310237
"Q28494006",311399
"Q1765497",318417
"Q9077312",322219
"Q7615342",328781
"Q5696330",328946
"Q700736",329016
"Q112909147",333310
"Q5116456",335251
"Q202326",346540
"Q26912261",346876
"Q2140490",347066
"Q1440760",349331
"Q22809996",350837
"Q7720525",354837
"Q3201970",357676
"Q16427789",361775
"Q3224528",363964
"Q677347",383484
"Q6937639",392948
"Q14623727",395771
"Q1475022",401550
"Q7715675",402562
"Q6772836",407002
"Q3025010",411205
"Q1902471",411889
"Q1543027",413655
"Q4851611",417870
"Q3033530",429365
"Q60794",429947
"Q8047002",439156
"Q2582551",439632
"Q3831472",440464
"Q21598571",441737
"Q37816911",441748
"Q3935064",445575
"Q3412647",446368
"Q10533184",449285
"Q6466299",450066
"Q7200573",450138
"Q4072742",458369
"Q7515997",465018
"Q4700522",465261
"Q4173657",470933
"Q72172",473830
"Q6094318",479453
"Q14912874",483539
"Q11073304",496205
"Q106574371",514393
"Q2844885",530212
"Q30693230",534488
"Q18291034",537036
"Q3208985",548312
"Q60364",548479
"Q73028",549286
"Q1198497",553439
"Q5943316",560644
"Q1466601",563922
"Q2369228",591520
"Q23023115",592349
"Q7061845",619566
"Q16557007",637115
"Q6823035",642179
"Q2298395",644263
"Q100952546",644269
"Q20751319",644303
"Q5821507",646564
"Q20494085",647982
"Q2171479",648181
"Q2748501",654508
"Q63183583",666035
"Q111432435",667778
"Q3024234",686214
"Q3953458",702365
"Q19516232",716405
"Q325836",726368
"Q1123983",751497
"Q62163",760565
"Q5207863",777495
"Q2154640",781593
"Q17990573",783221
"Q1197442",801711
"Q59722",806499
"Q1475611",817208
"Q1454815",821210
"Q968587",822093
"Q62350",823630
"Q73622",826281
"Q1375887",831918
"Q2826478",835519
"Q4366137",881759
"Q894896",891326
"Q61696",906560
"Q3524731",920482
"Q3020730",922107
"Q16028354",944721
"Q19863017",950648
"Q18703030",964798
"Q73583",975690
"Q58553",980711
"Q59249",994598
"Q4419097",100740
"Q66856124",100989
"Q5121463",102072
"Q4659588",102595
"Q16653050",103093
"Q1056912",103803
"Q16946634",104365
"Q7832884",104828
"Q11295112",105123
"Q17633291",105329
"Q1145506",105551
"Q12885421",107808
"Q116779531",109152
"Q2378130",110014
"Q1299410",110391
"Q16938167",110813
"Q3273622",110815
"Q12481108",111034
"Q13652331",111230
"Q5223616",112205
"Q60997779",113180
"Q50826549",113548
"Q230304",115173
"Q1207954",116352
"Q523767",116556
"Q112657117",116605
"Q63346905",116771
"Q1159835",117858
"Q3591821",117955
"Q6726802",119952
"Q5245315",120006
"Q762927",120112
"Q11486173",120115
"Q14770119",120750
"Q3627677",121461
"Q16655446",123212
"Q7786277",123800
"Q642842",124304
"Q430535",125552
"Q4700227",125952
"Q48807984",126371
"Q110965340",126424
"Q101839079",126977
"Q1758454",127444
"Q8029081",128482
"Q651318",128777
"Q47005083",128989
"Q1171062",128994
"Q7747047",129596
"Q370358",129975
"Q50682600",130393
"Q2384289",131028
"Q15849464",132295
"Q96109040",134748
"Q3209746",134784
"Q1763791",134832
"Q1428094",135348
"Q110164347",135557
"Q127430",135768
"Q155485",137143
"Q27964482",137837
"Q7764646",138747
"Q4340213",139362
"Q3477049",140042
"Q3281044",140258
"Q16123621",141196
"Q3699087",141931
"Q3425099",142036
"Q6683431",142388
"Q1535076",142774
"Q963734",143100
"Q3773265",144541
"Q8074154",146069
"Q8058532",147512
"Q2734939",147629
"Q16571528",147681
"Q288355",148817
"Q41533842",150990
"Q27679727",151700
"Q518127",151703
"Q3552027",151711
"Q18914958",151802
"Q938727",153029
"Q7228815",153139
"Q1255165",153164
"Q18395419",153913
"Q2870212",154316
"Q7728104",154394
"Q9367519",154898
"Q870299",156014
"Q7715606",156510
"Q10524946",157515
"Q3740003",157552
"Q7333844",158558
"Q16256348",159642
"Q1603068",159895
"Q1336107",159928
"Q3021296",160289
"Q105883400",160764
"Q5494392",161458
"Q47089204",163902
"Q4101755",164250
"Q3713971",167282
"Q5422289",168228
"Q3258993",168511
"Q21055108",169844
"Q27056206",169934
"Q3224783",170337
"Q87192600",170808
"Q3502869",170831
"Q2061796",171275
"Q1253872",173423
"Q590252",174812
"Q40376283",174945
"Q2927739",176219
"Q3230545",176243
"Q101765864",177254
"Q1102121",177544
"Q19816574",177901
"Q75641",178892
"Q1194745",179773
"Q6093652",179892
"Q568162",179994
"Q111387695",182073
"Q5725014",182114
"Q7198391",182692
"Q3208927",183322
"Q841452",183516
"Q2579741",183681
"Q16624935",186725
"Q4308618",187923
"Q3227301",188151
"Q2933040",188306
"Q60336490",188457
"Q2864239",189008
"Q16062410",189120
"Q22350796",192167
"Q7752431",192857
"Q23609",194438
"Q16248736",197829
"Q4881109",198635
"Q25434932",199721
"Q1813350",200897
"Q3566443",202650
"Q6464188",203357
"Q4447",203645
"Q26828287",204723
"Q84064",206117
"Q2006056",206344
"Q539284",207175
"Q3522622",208163
"Q1311676",209380
"Q8990291",210465
"Q16248904",210746
"Q6205401",212819
"Q29016683",213372
"Q12402020",215960
"Q142600",220635
"Q10886516",221115
"Q111592240",221245
"Q5562075",221809
"Q4880876",221887
"Q300423",222687
"Q1422242",222724
"Q13478818",226296
"Q97961871",227024
"Q5893882",227259
"Q29034261",228416
"Q2917555",229059
"Q26861567",232231
"Q876693",233234
"Q310617",233434
"Q111537817",237482
"Q104626490",239797
"Q45371869",240446
"Q1033398",240774
"Q16651349",241313
"Q30521594",244177
"Q6466166",246632
"Q7515089",248597
"Q783122",248721
"Q21567779",252007
"Q2255133",252421
"Q1301177",258453
"Q3470289",264251
"Q1968105",265215
"Q1763031",270004
"Q76479",270893
"Q121065996",272566
"Q711170",274220
"Q26963352",274703
"Q10496747",275181
"Q51460369",275867
"Q914247",277453
"Q29378805",279177
"Q5944554",281510
"Q15177004",283693
"Q12254554",285999
"Q5654424",289192
"Q1749610",289321
"Q5885314",291681
"Q98562058",293678
"Q3221198",293930
"Q1775344",296674
"Q1759628",300596
"Q11275822",301027
"Q54958908",304815
"Q6008111",305105
"Q4827420",305498
"Q106581228",305741
"Q17113689",307806
"Q1171334",308984
"Q3133645",309705
"Q16622423",310002
"Q988029",311500
"Q107724",313105
"Q1340087",316913
"Q1232087",318160
"Q870053",322897
"Q98716376",326987
"Q330934",327449
"Q116672388",330064
"Q75682",331941
"Q26060355",340787
"Q5826261",341288
"Q3336463",346408
"Q15240736",347265
"Q5362423",348879
"Q19516258",350435
"Q5055549",351251
"Q17325910",351543
"Q628664",352696
"Q2864347",355982
"Q18155816",358521
"Q15971193",360913
"Q9351232",365318
"Q5190417",365401
"Q12110830",370788
"Q80204",372725
"Q51721927",375509
"Q9075896",378444
"Q798692",380270
"Q10271690",382724
"Q6675971",384368
"Q2155524",392667
"Q113767830",395527
"Q16171058",397308
"Q3220217",400172
"Q5915527",403357
"Q5482741",413251
"Q1142706",418838
"Q4742246",428275
"Q880807",428316
"Q5964363",444490
"Q1624863",448577
"Q110461683",453412
"Q3790172",454475
"Q14949750",457742
"Q7773358",463685
"Q4004012",466044
"Q1283500",466972
"Q16560641",468043
"Q519668",468144
"Q106523151",475457
"Q19288963",477788
"Q117279241",478966
"Q26914990",502558
"Q3216383",505857
"Q16028881",506070
"Q27536667",506651
"Q1961996",507141
"Q24684952",507275
"Q17113258",519462
"Q637169",526226
"Q372514",528679
"Q4655596",530126
"Q24682775",530428
"Q62663220",553395
"Q1368665",554702
"Q218999",566004
"Q50574194",580159
"Q673821",583060
"Q5457214",590623
"Q37447062",595561
"Q116187",628797
"Q29344695",630914
"Q23709822",631225
"Q151946",644404
"Q489554",659967
"Q1195608",665697
"Q24905691",669557
"Q20814680",669885
"Q5487130",673483
"Q3992655",693296
"Q8058514",771095
"Q21646534",774769
"Q1304431",775891
"Q11486176",785134
"Q1750118",810813
"Q3211497",817912
"Q1614265",828840
"Q245920",841904
"Q5825647",846093
"Q33575764",849214
"Q81224",858463
"Q19866266",859106
"Q105994674",874183
"Q3050329",880323
"Q21647697",881945
"Q5363957",887356
"Q6344515",891164
"Q2826737",892534
"Q451196",900019
"Q17061730",927696
"Q7748352",939213
"Q80557",948277
"Q82860",964763
