"FilmID","FilmName","Year","Type","wiki_title","wikibase_item","Studio","Distributor"
"tt0020081","The Last of Mrs. Cheyney",1929,"movie","The Last of Mrs. Cheyney (1929 film)","Q1656073","studio = [[Metro-Goldwyn-Mayer]] | released = {{Film date|1929|07|26}} | runtime = 94 minutes | country = United States | language = English | budget = | gross = }} '''''The Last of Mrs. Cheyney''''' is a 1929 American [[Pre-Code]] [[comedy-drama film]] directed by [[Sidney Franklin (director)|Sidney Franklin]]. The screenplay by [[Hanns Kräly]] is based on the 1925 [[The Last of Mrs. Cheyney (play)|play of the same name]] by [[Frederick Lonsdale]] which ran on [[Broadway theatre|Broadway]] for 385 performances.<ref>[http://ibdb.com/production.php?id=9942 ''The Last of Mrs. Cheyney''] on [[IBDB.com]]</ref> The film was remade twice, [[The Last of Mrs. Cheyney (1937 film)|with the same title]] in 1937 and as ''[[The Law and the Lady (1951 film)|The Law and the Lady]]'' in 1951. The film's sets were designed by the resident [[MGM]] [[art director]] [[Cedric Gibbons]]. ==Plot== Resourceful and engaging Fay Cheyney, posing as a wealthy [[Australia]]n widow at a [[Monte Carlo]] hotel, befriends Mrs. Webley with the intention of stealing her pearl necklace, a plot devised by Charles, her butler and partner-in-crime. Complicating the situation are the romantic feelings she develops for Lord Arthur Dilling, Mrs. Webley's nephew. While taking the necklace during a party in the Webley home, Fay is caught by Arthur, who threatens to expose her unless she submits to him. Rather than compromise her principles, she confesses to her hostess, who plans to contact the police until Lord Elton, another guest, recalls Fay has a love letter he wrote her that could prove to be embarrassing to everyone present. They offer her money in exchange for the letter and her freedom, but when she destroys the letter and refuses their payment, they welcome her back into their social circle. ==Cast== *[[Norma Shearer]] as Fay Cheyney *[[Basil Rathbone]] as Lord Arthur Dilling *[[George Barraud]] as Charles *[[Herbert Bunston]] as Lord Elton *[[Hedda Hopper]] as Lady Maria *[[Maude Turner Gordon]] as Mrs. Webley * Moon Carroll as Joan * Madeline Seymour as Mrs. Wynton * [[Cyril Chadwick]] as Willie Wynton * [[George K. Arthur]] as George * Frank Finch Smiles as William ==Critical reception== [[Mordaunt Hall]] of ''[[The New York Times]]'' said, ""It is a well-arranged picture, but nevertheless one in which it is not difficult to detect where Mr. Lonsdale left off and where the scenario writers tried their hand at dialogue . . . There are a number of interesting dramatic passages that are pictured with considerable cunning. The dialogue goes on for some time, and Sidney Franklin, the director, keeps his players busy, which is a relief after seeing talking screen images standing in the same spot until they have had their say.""<ref>[https://movies.nytimes.com/movie/review?res=9504E6D81E30E33ABC4A52DFBE668382639EDE ''New York Times'' review]</ref> Edwin Schallert of the ''[[Los Angeles Times]]'' observed, ""In the portrayals, Miss Shearer averaged well. She evidences a more precise expressiveness facially than she does vocally, and some of her very best scenes are in the silent ones. Nevertheless, she measures very well to the majority of the role’s requirements, the crispness of her voice being well suited to the repartee portions. She is exceedingly attractive in the role.""<ref>{{Cite web |url=http://hollywood-legends.webs.com/ladyofthenight/thelastof.htm# |title=''The Last of Mrs. Cheyney'' at HollywoodLegends.webs.com |access-date=April 4, 2009 |archive-url=https://web.archive.org/web/20081011083721/http://hollywood-legends.webs.com/ladyofthenight/thelastof.htm# |archive-date=October 11, 2008 |url-status=dead }}</ref> ==Awards and honors== Screenwriter [[Hanns Kräly]] was nominated twice for the [[Academy Award for Best Adapted Screenplay|Academy Award for Best Writing]] at the [[2nd Academy Awards]], for this film and ''[[The Patriot (1928 film)|The Patriot]]'', winning for the latter.<ref name=""Oscars1930"">{{cite web|url=http://www.oscars.org/oscars/ceremonies/1930|title=The 2nd Academy Awards (1930) Nominees and Winners|access-date=May 20, 2019|work=oscars.org}}</ref> ==See also== * [[List of early sound feature films (1926–1929)]] ==References== {{reflist}} ==External links== *{{IMDb title|0020081|The Last of Mrs. Cheyney}} *{{tcmdb title|80882|The Last of Mrs. Cheyney}} *{{allmovie|98748|Synopsis}} *[http://3.bp.blogspot.com/_zAoyoHwC5IQ/Sr_IC-AmyLI/AAAAAAAAFc0/gp6A3iZGURU/s400/Last+of+Mrs.+Cheyney+(1929)+poster+1.jpg Film poster] {{Sidney Franklin}} {{Irving Thalberg}} {{DEFAULTSORT:Last of Mrs. Cheyney, The}} [[Category:1929 films]] [[Category:1929 comedy-drama films]] [[Category:American comedy-drama films]] [[Category:American black-and-white films]] [[Category:American films based on plays]] [[Category:Films directed by Sidney Franklin]] [[Category:Films produced by Irving Thalberg]] [[Category:Films set in Monaco]] [[Category:Films set in London]] [[Category:1920s English-language films]] [[Category:Metro-Goldwyn-Mayer films]] [[Category:1920s American films]]",NA
"tt0020088","The Leatherneck",1929,"movie","The Leatherneck","Q2412450",NA,"distributor = [[Pathé Exchange]] | "
"tt0020092","The Letter",1929,"movie","The Letter (1929 film)","Q1579140",NA,"distributor = [[Paramount Pictures]] | "
"tt0020126","Madame X",1929,"movie","Madame X (1966 film)","Q631841","studio = Ross Hunter Productions<br>Eltee | ","distributor = [[Universal Pictures]] | "
"tt0020499","Thunderbolt",1929,"movie","Thunderbolt (1929 film)","Q742569",NA,"distributor = [[Paramount Pictures]] | "
"tt0020543","The Valiant",1929,"movie","The Valiant (1929 film)","Q2414837",NA,"distributor = [[Fox Film Corporation]] | "
"tt0020603","Wonder of Women",1929,"movie","Wonder of Women","Q2592996",NA,"distributor = [[Metro-Goldwyn-Mayer]] | "
"tt0019735","Bulldog Drummond",1929,"movie","Bulldog Drummond (1929 film)","Q598245","studio = [[Samuel Goldwyn Productions]] | ","distributor = [[United Artists]] | "
"tt0019785","Condemned!",1929,"movie","Condemned (1929 film)","Q1430527","studio = [[Samuel Goldwyn Productions]] | ","distributor = [[United Artists]] | "
"tt0019823","Disraeli",1929,"movie","Disraeli (1929 film)","Q774800","studio = [[Warner Bros.]] | ","distributor = Warner Bros. | "
"tt0019959","Hallelujah",1929,"movie","Hallelujah (film)","Q1571464","studio = [[A King Vidor Production]] | ","distributor = [[Metro-Goldwyn-Mayer]] | "
"tt0020112","The Love Parade",1929,"movie","The Love Parade","Q1581723","studio = [[Paramount Famous Lasky Corp.]] | ","distributor = Paramount Famous Lasky Corp. | "
"tt0020358","Sally",1929,"movie","Sally (1929 film)","Q1091977","studio = [[First National Pictures]] | ","distributor = [[Warner Bros. Pictures]] | "
"tt0020488","Their Own Desire",1929,"movie","Their Own Desire","Q1688579",NA,"distributor = [[Metro-Goldwyn-Mayer]] | "
"tt0020514","The Trespasser",1929,"movie","The Trespasser (1929 film)","Q1716646",NA,"distributor = [[United Artists]] | "
"tt0020594","With Byrd at the South Pole",1930,"movie","With Byrd at the South Pole","Q1722396",NA,"distributor = [[Paramount Pictures]] | "
"tt0020629","All Quiet on the Western Front",1930,"movie","All Quiet on the Western Front (1930 film)","Q272599","studio = [[Universal Studios]] | ","distributor = [[Universal Pictures]] | "
"tt0020641","Anna Christie",1930,"movie","Anna Christie (1930 English-language film)","Q185214",NA,"distributor = [[Metro-Goldwyn-Mayer]] | "
"tt0020686","The Big House",1930,"movie","The Big House (1930 film)","Q531332","studio = [[A Cosmopolitan Production]] | ","distributor = [[Metro-Goldwyn-Mayer]] | "
"tt0020690","The Big Pond",1930,"movie","The Big Pond","Q1579747",NA,"distributor = [[Paramount Pictures]] | "
"tt0020744","The Case of Sergeant Grischa",1930,"movie","The Case of Sergeant Grischa (film)","Q1548848","studio = [[RKO Pictures|RKO Radio Pictures]] | ","distributor = RKO Radio Pictures | "
"tt0020823","The Devil's Holiday",1930,"movie","The Devil's Holiday","Q729807",NA,NA
"tt0020827","The Divorcee",1930,"movie","The Divorcee","Q917469","studio = | ","distributor = [[Metro-Goldwyn-Mayer]] | "
"tt0020938","The Green Goddess",1930,"movie","The Green Goddess (1930 film)","Q827375",NA,"distributor = [[Warner Bros. Pictures, Inc.]] | "
"tt0020960","Hell's Angels",1930,"movie","Hell's Angels (film)","Q1068328","studio = The Caddo Company [[:de:The Caddo Company|(de)]] | ","distributor = [[United Artists]] | "
"tt0021025","King of Jazz",1930,"movie","King of Jazz","Q1194608","studio = [[Universal Pictures]] |","distributor = Universal Pictures |"
"tt0021281","Raffles",1930,"movie","Raffles (1930 film)","Q1671105","studio = [[Samuel Goldwyn Productions]] | ","distributor = [[United Artists]] | "
"tt0021307","The Rogue Song",1930,"movie","The Rogue Song","Q806331","studio = [[Metro-Goldwyn-Mayer]] |","distributor = [[Loews Cineplex Entertainment|Loew's, Inc.]] |"
"tt0021310","Romance",1930,"movie","Romance (1930 film)","Q1724081",NA,"distributor = [[Metro-Goldwyn-Mayer]] | "
"tt0021335","Sarah and Son",1930,"movie","Sarah and Son","Q1579725",NA,"distributor = [[Paramount Pictures]] | "
"tt0021404","The Song of the Flame",1930,"movie","Song of the Flame","Q472916","studio = [[First National Pictures]] | ","distributor = First National Pictures<ref name=afi /> | "
"tt0021420","Street of Chance",1930,"movie","Street of Chance (1930 film)","Q2355348",NA,"distributor = [[Paramount Pictures]] | "
"tt0021511","The Vagabond King",1930,"movie","If I Were King","Q1581493",NA,"distributor = [[Paramount Pictures]] | "
"tt0020815","The Dawn Patrol",1930,"movie","The Dawn Patrol (1930 film)","Q460138","studio = [[First National Pictures]] | ","distributor = First National Pictures<ref name=afi /> | "
"tt0020836","The Doorway to Hell",1930,"movie","The Doorway to Hell","Q2410942","studio = [[Warner Bros. Pictures, Inc.]] | ","distributor = | "
"tt0020985","Holiday",1930,"movie","Holiday (1930 film)","Q1580597","studio = Pathé Exchange | ","distributor = [[Pathé Exchange]] | "
"tt0021016","Just Imagine",1930,"movie","Just Imagine","Q1523560",NA,"distributor = [[Fox Film Corporation]] | "
"tt0021053","Laughter",1930,"movie","Laughter (1930 film)","Q1631212",NA,"distributor = [[Paramount Pictures]] | "
"tt0021079","Little Caesar",1931,"movie","Little Caesar (film)","Q1199222","studio = [[First National Pictures]] | ","distributor = [[Warner Bros. Pictures]] | "
"tt0021148","Min and Bill",1930,"movie","Min and Bill","Q1089809",NA,"distributor = [[Metro-Goldwyn-Mayer]] | "
"tt0021156","Morocco",1930,"movie","Morocco (film)","Q577754","studio = [[Paramount Pictures]] | ","distributor = [[Paramount Publix Corporation]] | "
"tt0021301","The Right to Love",1930,"movie","The Right to Love (1930 American film)","Q2413877",NA,"distributor = [[Paramount Pictures]] | "
"tt0021322","The Royal Family of Broadway",1930,"movie","The Royal Family of Broadway","Q1790093",NA,"distributor = [[Paramount Pictures]] | "
"tt0021549","Whoopee!",1930,"movie","Whoopee! (film)","Q2567265","studio = [[Samuel Goldwyn Productions]] |","distributor = [[United Artists]] |"
"tt0021746","Cimarron",1931,"movie","Cimarron (1931 film)","Q251997","studio = [[RKO Radio Pictures]] | ","distributor = RKO Radio Pictures | "
"tt0021770","The Criminal Code",1930,"movie","The Criminal Code","Q1129567","studio = Columbia Pictures | ","distributor = [[Columbia Pictures]] | "
"tt0021826","East Lynne",1931,"movie","East Lynne (1931 film)","Q1057622",NA,"distributor = [[Fox Film Corporation]] | "
"tt0021885","A Free Soul",1931,"movie","A Free Soul","Q860764","studio = [[Metro-Goldwyn-Mayer]] | ","distributor = [[Loews Cineplex Entertainment|Loew's Inc.]] | "
"tt0021890","The Front Page",1931,"movie","The Front Page (1931 film)","Q669068","studio = The Caddo Company | ","distributor = [[United Artists]] | "
"tt0022286","The Public Enemy",1931,"movie","The Public Enemy","Q1199902",NA,"distributor = [[Warner Bros. Pictures]] | "
"tt0022397","Skippy",1931,"movie","Skippy (film)","Q426466",NA,"distributor = [[Paramount Pictures]] | "
"tt0022403","Smart Money",1931,"movie","Smart Money (1931 film)","Q1814677","studio = [[Warner Bros.]] | ","distributor = Warner Bros. | "
"tt0022454","Svengali",1931,"movie","Svengali (1931 film)","Q1858039","studio = Warner Brothers-First National{{sfn|Mank|2014|p=65}} | ","distributor = <!-- or: | distributors = --> | "
"tt0022458","Tabu: A Story of the South Seas",1931,"movie","Tabu: A Story of the South Seas","Q587579",NA,"distributor = [[Paramount Pictures]] | "
"tt0022495","Trader Horn",1931,"movie","Trader Horn (1931 film)","Q1142707",NA,"distributor = [[Metro-Goldwyn-Mayer]] | "
NA,NA,NA,NA,NA,NA,NA,NA
"tt0021622","Arrowsmith",1931,"movie","Arrowsmith (film)","Q703011","studio = [[Samuel Goldwyn Productions]] | ","distributor = [[United Artists]] | "
"tt0021635","Bad Girl",1931,"movie","Bad Girl (1931 film)","Q798692","studio = [[Fox Film Corporation]] | ","distributor = Fox Film Corporation | "
"tt0021730","The Champ",1931,"movie","The Champ (1931 film)","Q463733",NA,"distributor = [[Metro-Goldwyn-Mayer]] | "
"tt0021873","Five Star Final",1931,"movie","Five Star Final","Q906283","studio = [[First National Pictures]] | ","distributor = [[Warner Bros. Pictures]] | "
"tt0021931","The Guardsman",1931,"movie","The Guardsman","Q1143771",NA,"distributor = [[Metro-Goldwyn-Mayer]] | "
"tt0022074","The Smiling Lieutenant",1931,"movie","The Smiling Lieutenant","Q1199446",NA,"distributor = [[Paramount Pictures]] | "
"tt0022147","Mickey's Orphans",1931,"movie","Mickey's Orphans","Q785147","studio = [[Walt Disney Animation Studios|Walt Disney Productions]] | ","distributor = [[Columbia Pictures]] | "
"tt0022386","The Sin of Madelon Claudet",1931,"movie","The Sin of Madelon Claudet","Q940054",NA,"distributor = [[Metro-Goldwyn-Mayer]] | "
"tt0022430","The Star Witness",1931,"movie","The Star Witness","Q2414403",NA,"distributor = [[Warner Bros. Pictures]] | "
"tt0022500","Transatlantic",1931,"movie","Transatlantic (1931 film)","Q1672976",NA,"distributor = [[Fox Film|Fox Film Corporation]] | "
"tt0022599","À Nous la Liberté",1931,"movie","À Nous la Liberté","Q580849",NA,"distributor = [[Films Sonores Tobis]]<br>[[Joseph Burstyn]] (1954 US re-release) | "
"tt0022835","Dr. Jekyll and Mr. Hyde",1931,"movie","Dr. Jekyll and Mr. Hyde (1931 film)","Q830778","studio = [[Paramount Pictures]] | ","distributor = Paramount Pictures | "
"tt0022854","Emma",1932,"movie","Emma (1932 film)","Q926070",NA,"distributor = [[Metro-Goldwyn-Mayer]] | "
"tt0022899","Flowers and Trees",1932,"movie","Flowers and Trees","Q1458430","studio = [[Walt Disney Animation Studios|Walt Disney Productions]] | ","distributor = [[United Artists]] | "
"tt0022958","Grand Hotel",1932,"movie","Grand Hotel (1932 film)","Q246656","studio = [[Metro-Goldwyn-Mayer]] | ","distributor = [[Loews Cineplex Entertainment|Loew's, Inc.]] | "
"tt0023067","It's Got Me Again!",1932,"movie","It's Got Me Again!","Q1347923","studio = [[Harman and Ising|Harman-Ising Productions]] | ","distributor = [[Warner Bros. Pictures]]<br />[[Vitaphone|The Vitaphone Corporation]] | "
"tt0023109","Lady and Gent",1932,"movie","Lady and Gent","Q2559912",NA,"distributor = [[Paramount Pictures]] | "
"tt0023152","The Loud Mouth",1932,"movie","The Loud Mouth","Q1289548",NA,NA
"tt0023251","The Music Box",1932,"movie","The Music Box","Q635167",NA,"distributor = [[Metro-Goldwyn-Mayer]] | "
"tt0023303","One Hour with You",1932,"movie","One Hour with You","Q1306660","studio = Paramount Pictures | ","distributor = [[Paramount Pictures]] | "
"tt0023441","Screen Souvenirs",NA,NA,"Screen Souvenirs","Q1645149",NA,"distributor = [[Paramount Pictures]] | "
"tt0023458","Shanghai Express",1932,"movie","Shanghai Express (film)","Q1543253",NA,"distributor = [[Paramount Pictures]] | "
"tt0023517","Stout Hearts and Willing Hands",1931,"movie","Stout Hearts and Willing Hands","Q1648026","studio = [[Masquers Club]] | ","distributor = [[RKO Pictures|RKO Pathé Pictures]] | "
"tt0023686","What Price Hollywood?",1932,"movie","What Price Hollywood?","Q2031960","studio = [[RKO Pictures|RKO Pathé]] | ","distributor = RKO-Pathé Distributing Corp. | "
"tt0023711","Wrestling Swordfish",1931,"movie","Wrestling Swordfish","Q1722894",NA,"distributor = [[Educational Pictures|Educational Film Exchanges]] | "
"tt0152771","Swing High",1932,"movie","Swing High","Q1499571",NA,"distributor = [[Metro-Goldwyn-Mayer|MGM]] | "
"tt0276472","Scratch-As-Catch-Can",NA,NA,"Scratch-As-Catch-Can","Q1373704",NA,"distributor = [[RKO Pictures]] | "
NA,NA,NA,NA,NA,NA,NA,NA
"tt0022879","A Farewell to Arms",1932,"movie","A Farewell to Arms (1932 film)","Q1575490","studio = [[Paramount Pictures]] | ","distributor = Paramount Pictures (original release) <br>[[Warner Bros. Pictures]] (1949 reissue) | "
"tt0023042","I Am a Fugitive from a Chain Gang",1932,"movie","I Am a Fugitive from a Chain Gang","Q944624","studio = [[The Vitaphone Corporation]] | ","distributor = [[Warner Bros.]] | "
"tt0023305","One Way Passage",1932,"movie","One Way Passage","Q962536","studio = [[Warner Bros.]] | ","distributor = Warner Bros. | "
"tt0023374","Rasputin and the Empress",1932,"movie","Rasputin and the Empress","Q827064","studio = [[Metro-Goldwyn-Mayer]] | ","distributor = [[Loews Cineplex Entertainment|Loew's Inc.]] | "
"tt0023443","The Sea",1933,"movie","The Sea (1933 film)","Q1948789",NA,"distributor = | "
"tt0023470","The Sign of the Cross",1932,"movie","The Sign of the Cross (1932 film)","Q1546143","studio = Paramount Pictures | ","distributor = [[Paramount Pictures]] | "
"tt0023488","Smilin' Through",1932,"movie","List of actors who have played multiple roles in the same film","Q6605005",NA,NA
"tt0023794","Berkeley Square",1933,"movie","Berkeley Square (1933 film)","Q820867",NA,"distributor = [[Fox Film Corporation]] | "
"tt0023854","Building a Building",1933,"movie",NA,NA,NA,NA
"tt0023876","Cavalcade",1933,"movie","Cavalcade (1933 film)","Q753107",NA,"distributor = [[Fox Film Corporation]] | "
"tt0024034","42nd Street",1933,"movie","42nd Street (film)","Q44662",NA,"distributor = Warner Bros. | "
"tt0024069","Gold Diggers of 1933",1933,"movie","Gold Diggers of 1933","Q1519422","studio = [[Warner Bros.]] | ","distributor = Warner Bros. | "
"tt0024231","Krakatoa",1933,"movie","Krakatoa (film)","Q6435921","studio = [[Educational Pictures]] | ","distributor = [[Fox Film Corporation]] | "
"tt0024240","Lady for a Day",1933,"movie","Lady for a Day","Q301649","studio = Columbia Pictures | ","distributor = [[Columbia Pictures]] | "
"tt0024264","Little Women",1933,"movie","Little Women (1933 film)","Q195274","studio = [[RKO Radio Pictures]] | ","distributor = RKO Radio Pictures | "
"tt0024327","Menu",1933,"movie","Menu (film)","Q162094",NA,"distributor = [[Metro-Goldwyn-Mayer]] | "
"tt0024342","Mister Mugg",NA,NA,"Mister Mugg","Q1939276",NA,"distributor = [[Universal Pictures]] | "
"tt0024353","Morning Glory",1933,"movie","Morning Glory (1933 film)","Q572789","studio = [[RKO Radio Pictures]] | ","distributor = RKO Radio Pictures {{small|(US)}} | "
"tt0024467","A Preferred List",NA,NA,"A Preferred List","Q300526",NA,"distributor = [[Columbia Pictures]] | "
"tt0024473","The Private Life of Henry VIII",1933,"movie","The Private Life of Henry VIII","Q1170115","studio = [[London Film Productions]] | ","distributor = [[United Artists]] | "
"tt0024475","The Prizefighter and the Lady",1933,"movie","The Prizefighter and the Lady","Q1144422",NA,"distributor = [[Metro-Goldwyn-Mayer|MGM]] | "
"tt0024496","Reunion in Vienna",1933,"movie","Reunion in Vienna","Q176517",NA,"distributor = [[Metro-Goldwyn-Mayer]] | "
"tt0024548","She Done Him Wrong",1933,"movie","She Done Him Wrong","Q62163","studio = [[Paramount Pictures]] | ","distributor = Paramount Pictures | "
"tt0024580","So This Is Harris",1933,"movie","So This Is Harris","Q913710",NA,"distributor = [[RKO Pictures|RKO Radio Pictures]] | "
"tt0024610","State Fair",1933,"movie","State Fair (1933 film)","Q1618931",NA,"distributor = [[Fox Film Corporation]] | "
"tt0024660","Three Little Pigs",1933,"movie","Three Little Pigs (film)","Q1218152","studio = [[Walt Disney Animation Studios|Walt Disney Productions]] | ","distributor = [[United Artists]] | "
"tt0024763","When Ladies Meet",1933,"movie","When Ladies Meet (1933 film)","Q946030","studio = [[Metro-Goldwyn-Mayer]] | ","distributor = [[Loews Cineplex Entertainment|Loew's Inc.]] | "
"tt0142655","The Merry Old Soul",1933,"movie",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
"tt0023990","Eskimo",1933,"movie","Eskimo (1933 film)","Q610633",NA,"distributor = [[Metro-Goldwyn-Mayer]] | "
"tt0024025","Flying Down to Rio",1933,"movie","Ginger Rogers filmography","Q27450225",NA,NA
"tt0024816","The Affairs of Cellini",1934,"movie","The Affairs of Cellini","Q1580399","studio = [[Twentieth Century Pictures]] | ","distributor = [[United Artists]] | "
"tt0024865","The Barretts of Wimpole Street",1934,"movie","The Barretts of Wimpole Street (1934 film)","Q1263583",NA,"distributor = [[Metro-Goldwyn-Mayer]] | "
"tt0024909","Bosom Friends",NA,NA,"Bosom Friends","Q2277700","studio = Skibo Productions | ","distributor = [[Educational Pictures|Educational Films Corporation of America]] | "
"tt0024986","City of Wax",1934,"movie","Battle for Life","Q1094195",NA,"distributor = [[Fox Film Corporation]] | "
"tt0024991","Cleopatra",1934,"movie","Cleopatra (1934 film)","Q1100552",NA,"distributor = [[Paramount Pictures]] | "
"tt0025019","La Cucaracha",1934,"movie","La Cucaracha (1934 film)","Q1798755","studio = [[Pioneer Pictures]] | ","distributor = [[RKO Radio Pictures]] | "
