"QID","countryLabel"
"Q1303835","Germany"
"Q1314010","Germany"
"Q1328151","Germany"
"Q1350785","Germany"
"Q1374489","Germany"
"Q1243548","Austria"
"Q1384900","Germany"
"Q1386879","Germany"
"Q1390788","Germany"
"Q1395665","Germany"
"Q1402399","Germany"
"Q1402681","Germany"
"Q1412500","Germany"
"Q1414446","Germany"
"Q1415064","Germany"
"Q1415344","Germany"
"Q1419390","Germany"
"Q1432993","Germany"
"Q1434607","Germany"
"Q1262133","Switzerland"
"Q1475271","Germany"
"Q1475799","Germany"
"Q1347462","Austria"
"Q1494465","Germany"
"Q1369459","Austria"
"Q1317176","Switzerland"
"Q1521102","Germany"
"Q1172062","Italy"
"Q1529957","Germany"
"Q1535837","Germany"
"Q1536079","People's Republic of China"
"Q1414718","Austria"
"Q1415728","Austria"
"Q1432195","Australia"
"Q1445805","Australia"
"Q1464509","Australia"
"Q1324070","Spain"
"Q1534882","Austria"
"Q1204511","German Reich"
"Q1476080","Spain"
"Q1479649","Russia"
"Q1226101","France"
"Q1375196","France"
"Q1173719","Japan"
"Q1202628","Japan"
"Q1203676","Japan"
"Q1204821","Japan"
"Q1491737","France"
"Q1513499","France"
"Q1418294","Greece"
"Q1414782","India"
"Q1323459","Japan"
"Q1377799","Japan"
"Q1403298","Japan"
"Q1530721","Canada"
"Q1210241","United Kingdom"
"Q1419926","South Africa"
"Q1535788","United Kingdom"
"Q1166160","United States of America"
"Q1188369","United States of America"
"Q1188938","United States of America"
"Q1189512","United States of America"
"Q1204077","United States of America"
"Q1283484","United States of America"
"Q1314323","United States of America"
"Q1320443","United States of America"
"Q1321379","United States of America"
"Q1337530","United States of America"
"Q1348264","United States of America"
"Q1368540","United States of America"
"Q1370297","United States of America"
"Q1402636","United States of America"
"Q1404450","United States of America"
"Q1414376","United States of America"
"Q1416835","United States of America"
"Q1418400","United States of America"
"Q1459090","United States of America"
"Q1469675","United States of America"
"Q1475707","United States of America"
"Q1502470","United States of America"
"Q1506909","United States of America"
"Q1518953","United States of America"
"Q1524732","United States of America"
"Q1535748","United States of America"
"Q1538543","Soviet Union"
"Q1550785","Germany"
"Q1584258","Germany"
"Q1595525","Germany"
"Q1603892","Germany"
"Q1606652","Germany"
"Q1607675","Germany"
"Q1620386","Germany"
"Q1633138","Germany"
"Q1643954","Germany"
"Q1651169","Germany"
"Q1652795","Germany"
"Q1655021","Germany"
"Q1667114","Germany"
"Q1667339","Germany"
"Q1668085","Germany"
"Q1674641","Germany"
"Q1675023","Germany"
"Q1677620","Germany"
"Q1689388","Germany"
"Q1713346","Germany"
"Q1715802","Germany"
"Q1718404","Germany"
"Q1745453","Germany"
"Q1752263","Germany"
"Q1622281","Austria"
"Q1785723","Germany"
"Q1815582","Germany"
"Q1688330","Austria"
"Q1865797","Germany"
"Q1884239","Germany"
"Q1892266","Germany"
"Q1778957","Austria"
"Q1917021","Germany"
"Q1924930","Germany"
"Q1584115","Russia"
"Q1936615","Germany"
"Q1941221","Germany"
"Q1979907","Germany"
"Q1997139","Belgium"
"Q1864936","Austria"
"Q2002864","Germany"
"Q1871246","Austria"
"Q2014391","Germany"
"Q1881803","Austria"
"Q2048846","Turkey"
"Q1938662","Austria"
"Q2085058","Brazil"
"Q1754271","Russia"
"Q2103056","Germany"
"Q1544011","France"
"Q1562682","France"
"Q1665109","France"
"Q1971240","Russia"
"Q1696916","India"
"Q1584469","Japan"
"Q1649224","Japan"
"Q2004457","Netherlands"
"Q1891982","Denmark"
"Q1607312","Canada"
"Q1936629","India"
"Q1982923","India"
"Q1938783","Japan"
"Q2090847","Japan"
"Q1936485","Canada"
"Q1856977","Poland"
"Q1906017","United Kingdom"
"Q1983457","United Kingdom"
"Q2014847","United Kingdom"
"Q2060840","United Kingdom"
"Q2041562","Kazakhstan"
"Q1544011","United States of America"
"Q1579809","United States of America"
"Q1584317","United States of America"
"Q1585284","United States of America"
"Q1626895","United States of America"
"Q1637250","United States of America"
"Q1638321","United States of America"
"Q1646069","United States of America"
"Q1706678","United States of America"
"Q1722143","United States of America"
"Q1744498","United States of America"
"Q1748725","United States of America"
"Q1750213","United States of America"
"Q1755165","United States of America"
"Q1785329","United States of America"
"Q1803714","United States of America"
"Q1885099","United States of America"
"Q1894881","United States of America"
"Q2012913","United States of America"
"Q2079232","United States of America"
"Q2088225","United States of America"
"Q2094992","United States of America"
"Q2098061","United States of America"
"Q1975431","Kyrgyzstan"
"Q1793325","Austria-Hungary"
"Q1975431","Kirghiz Soviet Socialist Republic"
"Q2111437","Germany"
"Q2111697","Germany"
"Q2114144","Germany"
"Q2124068","Germany"
"Q2134649","Germany"
"Q2148492","Germany"
"Q2155901","Germany"
"Q2170665","Germany"
"Q2172090","Belgium"
"Q2202344","Belgium"
"Q2232074","Belgium"
"Q2248741","Germany"
"Q2250686","Germany"
"Q2255257","Belgium"
"Q2304011","Germany"
"Q2309835","Germany"
"Q2315393","Belgium"
"Q2335835","Belgium"
"Q2358680","Germany"
"Q2358685","Germany"
"Q2358689","Germany"
"Q2366570","Germany"
"Q2384794","Germany"
"Q2385609","Germany"
"Q2386906","Germany"
"Q2392262","Germany"
"Q2398333","Germany"
"Q2406996","Germany"
"Q2415685","Germany"
"Q2415983","Germany"
"Q2443062","Germany"
"Q2451857","Germany"
"Q2367528","Austria"
"Q2375674","Austria"
"Q2528743","Belgium"
"Q2565333","Germany"
"Q2568272","Germany"
"Q2585250","Belgium"
"Q2452753","Austria"
"Q2595160","Germany"
"Q2601340","Germany"
"Q2635608","Belgium"
"Q2528494","Austria"
"Q2546445","Australia"
"Q2554119","Austria"
"Q2565882","Australia"
"Q2568777","Austria"
"Q2108391","Netherlands"
"Q2121008","Netherlands"
"Q2376192","Italy"
"Q2120364","France"
"Q2232038","Netherlands"
"Q2363431","France"
"Q2664286","Russia"
"Q2378685","France"
"Q2390480","France"
"Q2421646","Netherlands"
"Q2446807","Netherlands"
"Q2449483","Netherlands"
"Q2450848","France"
"Q2325066","Greece"
"Q2295388","Japan"
"Q2295795","Japan"
"Q2296631","Japan"
"Q2296673","Japan"
"Q2296711","Japan"
"Q2630816","Netherlands"
"Q2688575","Netherlands"
"Q2424733","Japan"
"Q2467538","Japan"
"Q2528458","Japan"
"Q2546072","Japan"
"Q2555911","Japan"
"Q2558164","Japan"
"Q2667036","Japan"
"Q2138792","United Kingdom"
"Q2245650","United Kingdom"
"Q2390480","United Kingdom"
"Q2415769","United Kingdom"
"Q2420344","United Kingdom"
"Q2449543","United Kingdom"
"Q2450848","United Kingdom"
"Q2647558","United Kingdom"
"Q2140077","United States of America"
"Q2293215","United States of America"
"Q2407366","United States of America"
"Q2428093","United States of America"
"Q2555377","United States of America"
"Q2579492","United States of America"
"Q2644123","United States of America"
"Q2669403","United States of America"
"Q2698248","United States of America"
"Q2701539","United States of America"
"Q2702789","United States of America"
"Q2712505","United States of America"
"Q2714630","United States of America"
"Q2716300","Kingdom of the Netherlands"
"Q2767515","Turkey"
"Q2740839","Finland"
"Q2881259","Belgium"
"Q2968481","Belgium"
"Q2873244","Serbia"
"Q3041471","Belgium"
"Q2754549","Albania"
"Q3011104","Switzerland"
"Q2882505","Spain"
"Q2892410","Russia"
"Q2748604","Sweden"
"Q2796478","Netherlands"
"Q2809617","France"
"Q2815782","France"
"Q2816650","France"
"Q2823658","France"
"Q2823848","France"
"Q2825393","France"
"Q2826544","France"
"Q2828222","France"
"Q2830819","France"
"Q2850600","France"
"Q2861044","France"
"Q2864822","France"
"Q2864832","France"
"Q2869410","France"
"Q2748878","Denmark"
"Q2873053","France"
"Q2876718","France"
"Q2907241","France"
"Q2930916","France"
"Q2931049","France"
"Q2940427","France"
"Q2943613","France"
"Q2963634","France"
"Q2973178","France"
"Q2982772","France"
"Q2985466","France"
"Q2989909","France"
"Q3001891","France"
"Q3006679","France"
"Q3027834","France"
"Q3049217","France"
"Q3053982","France"
"Q3053983","France"
"Q3060585","France"
"Q3066647","France"
"Q3071502","France"
"Q3077691","France"
"Q2945566","Greece"
"Q3018644","Japan"
"Q2827070","Canada"
"Q3033729","Japan"
"Q3062351","Japan"
"Q2880386","Colombia"
"Q2973229","Canada"
"Q3007446","Canada"
"Q2742913","United Kingdom"
"Q2756503","United Kingdom"
"Q2893565","United Kingdom"
"Q2939795","United Kingdom"
"Q2717612","United States of America"
"Q2719775","United States of America"
"Q2721586","United States of America"
"Q2722120","United States of America"
"Q2756484","United States of America"
"Q2777608","United States of America"
"Q2793276","United States of America"
"Q2814176","United States of America"
"Q2814799","United States of America"
"Q2818996","United States of America"
"Q2858710","United States of America"
"Q2861046","United States of America"
"Q2865801","United States of America"
"Q2877626","United States of America"
"Q2893859","United States of America"
"Q2902139","United States of America"
"Q2902349","United States of America"
"Q2902354","United States of America"
"Q2904714","United States of America"
"Q2906631","United States of America"
"Q2910457","United States of America"
"Q2927617","United States of America"
"Q2931045","United States of America"
"Q3005562","United States of America"
"Q3008749","United States of America"
"Q3046330","United States of America"
"Q3067564","United States of America"
"Q3067892","United States of America"
"Q3080187","United States of America"
"Q3080191","United States of America"
"Q3080189","United States of America"
"Q3080194","United States of America"
"Q3080193","United States of America"
"Q2940649","Republic of Ireland"
"Q2875131","Azerbaijan"
"Q2859501","Kingdom of the Netherlands"
"Q3211378","Belgium"
"Q3250618","Belgium"
"Q3311503","Belgium"
"Q3349121","Belgium"
"Q3362049","Germany"
"Q3431686","Finland"
"Q3217631","Italy"
"Q3304113","Italy"
"Q3091254","France"
"Q3392176","Spain"
"Q3100057","France"
"Q3128481","France"
"Q3146538","France"
"Q3156915","France"
"Q3193645","France"
"Q3199339","France"
"Q3208516","France"
"Q3211552","France"
"Q3212863","France"
"Q3230674","France"
"Q3231301","France"
"Q3232638","France"
"Q3232636","France"
"Q3232642","France"
"Q3232643","France"
"Q3232641","France"
"Q3232646","France"
"Q3232644","France"
"Q3232650","France"
"Q3232648","France"
"Q3232649","France"
"Q3233144","France"
"Q3234912","France"
"Q3234919","France"
"Q3241592","France"
"Q3259554","France"
"Q3264371","France"
"Q3273914","France"
"Q3302459","France"
"Q3313794","France"
"Q3326961","France"
"Q3327680","France"
"Q3347116","France"
"Q3352864","France"
"Q3352944","Sweden"
"Q3358133","France"
"Q3359550","France"
"Q3361500","France"
"Q3111302","Japan"
"Q3412661","France"
"Q3413369","France"
"Q3416982","France"
"Q3139227","Japan"
"Q3425474","France"
"Q3429960","France"
"Q3197571","Japan"
"Q3334902","India"
"Q3374486","Denmark"
"Q3094476","Canada"
"Q3349547","Japan"
"Q3211913","Canada"
"Q3212860","Canada"
"Q3279028","Canada"
"Q3299128","Canada"
"Q3388555","Canada"
"Q3406684","Canada"
"Q3117103","United Kingdom"
"Q3210226","United Kingdom"
"Q3396232","United Kingdom"
"Q3402325","United Kingdom"
"Q3421539","United Kingdom"
"Q3088127","United States of America"
"Q3098606","United States of America"
"Q3109988","United States of America"
"Q3113674","United States of America"
"Q3126731","United States of America"
"Q3132909","United States of America"
"Q3151648","United States of America"
"Q3242008","United States of America"
"Q3282301","United States of America"
"Q3285496","United States of America"
"Q3296225","United States of America"
"Q3298971","United States of America"
"Q3298993","United States of America"
"Q3358940","United States of America"
"Q3381138","United States of America"
"Q3401312","United States of America"
"Q3406645","United States of America"
"Q3420434","United States of America"
"Q3424328","United States of America"
"Q3441931","United States of America"
"Q3441934","United States of America"
"Q3565520","Belgium"
"Q3568109","Germany"
"Q3716880","Germany"
"Q3701643","Finland"
"Q3745392","Australia"
"Q3539712","Russia"
"Q3517314","Hungary"
"Q3916353","Finland"
"Q3621755","Italy"
"Q3639301","Italy"
"Q3954663","Finland"
"Q3661476","Italy"
"Q3664077","Italy"
"Q3680556","Italy"
"Q3941965","Australia"
"Q3457700","France"
"Q3739211","Italy"
"Q3739907","Italy"
"Q3460990","France"
"Q3478860","France"
"Q3488561","France"
"Q3496952","France"
"Q3498146","France"
"Q3501071","France"
"Q3503971","France"
"Q3511059","France"
"Q3518314","France"
"Q3535793","France"
"Q3546631","France"
"Q3546752","France"
"Q3555701","France"
"Q3838997","Italy"
"Q3840934","Italy"
"Q3840936","Italy"
"Q3563296","France"
"Q3568117","France"
"Q3571211","France"
"Q3857797","Italy"
"Q3929496","Italy"
"Q3929518","Italy"
"Q3959671","Italy"
"Q3960839","Italy"
"Q3547550","India"
"Q3703758","France"
"Q3560299","India"
"Q3501023","Japan"
"Q3501076","Egypt"
"Q3532077","Japan"
"Q3541629","Japan"
"Q3543894","Japan"
"Q3543920","Japan"
"Q3544094","Japan"
"Q3910771","France"
"Q3480080","Canada"
"Q3512526","Canada"
"Q3512565","Canada"
"Q3501089","United Kingdom"
"Q3657087","Norway"
"Q3641939","South Africa"
"Q3700480","United Kingdom"
"Q3782532","United Kingdom"
"Q3784765","United Kingdom"
"Q3487676","Tunisia"
"Q3441936","United States of America"
"Q3486445","United States of America"
"Q3493809","United States of America"
"Q3499746","United States of America"
"Q3503770","United States of America"
"Q3550689","United States of America"
"Q3551276","United States of America"
"Q3565810","United States of America"
"Q3566350","United States of America"
"Q3600483","United States of America"
"Q3614072","United States of America"
"Q3620821","United States of America"
"Q3640460","United States of America"
"Q3645374","United States of America"
"Q3685076","United States of America"
"Q3699365","United States of America"
"Q3704004","United States of America"
"Q3712525","United States of America"
"Q3772936","United States of America"
"Q3783414","United States of America"
"Q3783594","United States of America"
"Q3808346","United States of America"
"Q3808345","United States of America"
"Q3843364","United States of America"
"Q3857481","United States of America"
"Q3873154","United States of America"
"Q3879177","United States of America"
"Q3880776","United States of America"
"Q3886493","United States of America"
"Q3959689","United States of America"
"Q3492475","Soviet Union"
"Q3539712","Soviet Union"
"Q4050398","Finland"
"Q3998710","Switzerland"
"Q3980959","Italy"
"Q4030619","Russia"
"Q4038074","Russia"
"Q4041401","Russia"
"Q4044503","Russia"
"Q4050212","Belarus"
"Q4064115","Russia"
"Q4065759","Russia"
"Q4101910","Russia"
"Q4102432","Russia"
"Q4127371","Russia"
"Q4150811","Russia"
"Q4161560","Russia"
"Q4186473","Russia"
"Q4220869","Russia"
"Q4239685","Russia"
"Q4241295","Russia"
"Q4258535","Russia"
"Q4284283","Russia"
"Q4306947","Russia"
"Q4315611","Russia"
"Q4327207","Russia"
"Q4338489","Russia"
"Q4340953","Russia"
"Q4341103","Russia"
"Q4344840","Russia"
"Q4351574","Russia"
"Q4362796","Russia"
"Q4386481","Russia"
"Q4396820","Russia"
"Q4398014","Russia"
"Q4403233","Russia"
"Q4430148","Russia"
"Q4444569","Russia"
"Q4459211","Russia"
"Q4461037","Russia"
"Q4461045","Russia"
"Q4699601","Australia"
"Q4504080","Russia"
"Q4504406","Russia"
"Q4525026","Russia"
"Q4530492","Russia"
"Q4537458","Russia"
"Q3980259","Japan"
"Q3992245","Japan"
"Q3992297","Japan"
"Q4050212","Japan"
"Q4356568","Sweden"
"Q4046704","Poland"
"Q4650459","Sweden"
"Q4258728","Malaysia"
"Q3991282","United Kingdom"
"Q4010298","United Kingdom"
"Q4035093","United Kingdom"
"Q4096055","Russian Empire"
"Q4597604","Japan"
"Q4653976","Pakistan"
"Q4340953","Russian Empire"
"Q4646438","Canada"
"Q4070336","Ukraine"
"Q4459211","Russian Empire"
"Q4461039","Russian Empire"
"Q4461037","Russian Empire"
"Q4461043","Russian Empire"
"Q4461045","Russian Empire"
"Q4646805","Poland"
"Q4636263","United Kingdom"
"Q4664352","United Kingdom"
"Q4667826","United Kingdom"
"Q4537458","Ukraine"
"Q4264431","Indonesia"
"Q3964860","United States of America"
"Q3980774","United States of America"
"Q3991229","United States of America"
"Q4034507","United States of America"
"Q4043290","United States of America"
"Q4121965","United States of America"
"Q4306553","United States of America"
"Q4411312","United States of America"
"Q4300318","Moldova"
"Q4631061","United States of America"
"Q4633078","United States of America"
"Q4639635","United States of America"
"Q4642940","United States of America"
"Q4683944","United States of America"
"Q4686437","United States of America"
"Q4686495","United States of America"
"Q4707117","United States of America"
"Q4038735","Luxembourg"
"Q4466160","Turkmenistan"
"Q4186473","Soviet Union"
"Q4398014","Soviet Union"
"Q4430598","Soviet Union"
"Q4764729","Romania"
"Q4789706","Mexico"
"Q4732231","Estonia"
"Q4894639","Germany"
"Q4789713","Australia"
"Q4823371","Australia"
"Q4824147","Australia"
"Q4824145","Australia"
"Q4824388","Australia"
"Q4926610","Finland"
"Q4900034","Australia"
"Q4986006","Finland"
"Q5071736","People's Republic of China"
"Q4820037","Argentina"
"Q5120638","Germany"
"Q4998158","Australia"
"Q5048655","Australia"
"Q4889752","Spain"
"Q4763633","Netherlands"
"Q4780489","India"
"Q5058382","France"
"Q4803364","Japan"
"Q4813375","Japan"
"Q4736749","Canada"
"Q5098089","India"
"Q4765200","Malaysia"
"Q4785214","Canada"
"Q4817265","Canada"
"Q4826543","Canada"
"Q4839054","Canada"
"Q4781046","Poland"
"Q4781165","Poland"
"Q4904972","Canada"
"Q4906387","Canada"
"Q4985726","Canada"
"Q4959237","Poland"
"Q4732569","United Kingdom"
"Q4732600","United Kingdom"
"Q4735133","United Kingdom"
"Q4763633","United Kingdom"
"Q5013744","Colombia"
"Q5058898","Colombia"
"Q4810903","United Kingdom"
"Q4834859","United Kingdom"
"Q4853486","United Kingdom"
"Q4915907","United Kingdom"
"Q4920477","United Kingdom"
"Q4926742","United Kingdom"
"Q4928707","United Kingdom"
"Q4939388","United Kingdom"
"Q4970126","United Kingdom"
"Q4974348","United Kingdom"
"Q5001499","United Kingdom"
"Q5018052","United Kingdom"
"Q5029030","United Kingdom"
"Q5037773","United Kingdom"
"Q5057425","United Kingdom"
"Q5072473","United Kingdom"
"Q5098090","United Kingdom"
"Q5098088","United Kingdom"
"Q5131896","United Kingdom"
"Q4930294","Iceland"
"Q4740868","United States of America"
"Q4752661","United States of America"
"Q4780593","United States of America"
"Q4816418","United States of America"
"Q4816825","United States of America"
"Q4820339","United States of America"
"Q4822585","United States of America"
"Q4826385","United States of America"
"Q4853294","United States of America"
"Q4856237","United States of America"
"Q4857353","United States of America"
"Q4863949","United States of America"
"Q4864956","United States of America"
"Q4879144","United States of America"
"Q4890324","United States of America"
"Q4912005","United States of America"
"Q4920152","United States of America"
"Q4928562","United States of America"
"Q4940756","United States of America"
"Q4958364","United States of America"
"Q4968078","United States of America"
"Q4980924","United States of America"
"Q4997700","United States of America"
"Q5003579","United States of America"
"Q5007233","United States of America"
"Q5009262","United States of America"
"Q5018392","United States of America"
"Q5025266","United States of America"
"Q5025938","United States of America"
"Q5035471","United States of America"
"Q5046954","United States of America"
"Q5122739","United States of America"
"Q4976042","Republic of Ireland"
"Q5183534","People's Republic of China"
"Q5276759","Brazil"
"Q5303438","Brazil"
"Q5183477","Serbia"
"Q5401916","Mexico"
"Q5389773","Turkey"
"Q5448913","Germany"
"Q5398366","Finland"
"Q5347527","Australia"
"Q5476802","Brazil"
"Q5191876","Argentina"
"Q5401546","Estonia"
"Q5420432","Estonia"
"Q5399520","Australia"
"Q5197125","Spain"
"Q5486858","Finland"
"Q5493621","Finland"
"Q5509350","Finland"
"Q5571070","Brazil"
"Q5448979","Australia"
"Q5449048","Australia"
"Q5514763","Australia"
"Q5434191","Spain"
"Q5449046","Spain"
"Q5199447","Netherlands"
"Q5604585","New Zealand"
"Q5586187","Argentina"
"Q5613168","Argentina"
"Q5412078","Sweden"
"Q5328635","India"
"Q5205538","Japan"
"Q5275866","Japan"
"Q5426638","Bosnia and Herzegovina"
"Q5386523","Japan"
"Q5147983","Colombia"
"Q5187036","Croatia"
"Q5422590","Canada"
"Q5436183","Canada"
"Q5452059","Canada"
"Q5467439","Canada"
"Q5492455","Canada"
"Q5185077","United Kingdom"
"Q5189359","United Kingdom"
"Q5476988","Colombia"
"Q5570486","Canada"
"Q5244865","United Kingdom"
"Q5327008","South Africa"
"Q5554822","Colombia"
"Q5414361","United Kingdom"
"Q5448886","United Kingdom"
"Q5448973","United Kingdom"
"Q5448989","United Kingdom"
"Q5452059","United Kingdom"
"Q5583638","United Kingdom"
"Q5586251","United Kingdom"
"Q5153874","United States of America"
"Q5173743","United States of America"
"Q5179769","United States of America"
"Q5183495","United States of America"
"Q5189389","United States of America"
"Q5205731","United States of America"
"Q5223268","United States of America"
"Q5244675","United States of America"
"Q5249982","United States of America"
"Q5284005","United States of America"
"Q5284436","United States of America"
"Q5297281","United States of America"
"Q5324759","United States of America"
"Q5357370","United States of America"
"Q5357493","United States of America"
"Q5358594","United States of America"
"Q5374088","United States of America"
"Q5403512","United States of America"
"Q5419399","United States of America"
"Q5424216","United States of America"
"Q5449117","United States of America"
"Q5455812","United States of America"
"Q5462409","United States of America"
"Q5475561","United States of America"
"Q5476713","United States of America"
"Q5476802","United States of America"
"Q5496961","United States of America"
"Q5506307","United States of America"
"Q5527684","United States of America"
"Q5532526","United States of America"
"Q5564352","United States of America"
"Q5579097","United States of America"
"Q5582469","United States of America"
"Q5592150","United States of America"
"Q5593631","United States of America"
"Q5598045","United States of America"
"Q5604071","United States of America"
"Q5173461","Kingdom of Hungary"
"Q5629807","Turkey"
"Q5642817","Argentina"
"Q5641909","Spain"
"Q5991845","Mexico"
"Q5672652","Spain"
"Q5674985","Spain"
